the_geom,cartodb_id,objectid,date_inven,species,dbh,condition,site_type,site_width,wires,site_devel,site_size,notes,address,neighborho,collected_,planted_by,plant_date,scientific,family,genus,common,functional,size,edible,species_de
0101000020E6100000D47A38B0E9A35EC0BB12424B72C94640,217309,214309,2016-09-21 18:33:09+00,PY,9.8,Fair,strip,9.3,None,Improved,Large,<Null>,NE CASCADES PKWY,PDX,staff,,,Pyrus spp.,Rosaceae,Pyrus,pear,BD,M,no,
0101000020E6100000F8953575E8A35EC048ACEF8975C94640,217310,214310,2016-09-21 18:33:09+00,PY,9.2,Fair,strip,9.3,None,Improved,Large,<Null>,NE CASCADES PKWY,PDX,staff,,,Pyrus spp.,Rosaceae,Pyrus,pear,BD,M,no,
0101000020E61000004DD81AE3E9A35EC090585C4B75C94640,217311,214311,2016-09-21 18:33:09+00,QU,8.1,Fair,median,55,None,Improved,Large,<Null>,NE CASCADES PKWY,PDX,staff,,,Quercus spp.,Fagaceae,Quercus,"oak, deciduous",BD,L,no,
0101000020E61000000C867C27EEA35EC02FD960D680C94640,217312,214312,2016-09-21 18:33:09+00,PY,7.8,Fair,cutout,4,None,Improved,Medium,<Null>,9721-10263 NE CASCADES PKWY,PDX,staff,,,Pyrus spp.,Rosaceae,Pyrus,pear,BD,M,no,
0101000020E610000002FF6B0AC3A35EC0F23BA69356C94640,217316,214316,2016-09-21 18:33:09+00,PY,7.2,Fair,strip,9.3,None,Improved,Large,<Null>,NE CASCADES PKWY,PDX,staff,,,Pyrus spp.,Rosaceae,Pyrus,pear,BD,M,no,
0101000020E6100000A592D4C4C3A35EC0D361021659C94640,217317,214317,2016-09-21 18:33:09+00,PY,9.9,Fair,strip,9.3,None,Improved,Large,<Null>,NE CASCADES PKWY,PDX,staff,,,Pyrus spp.,Rosaceae,Pyrus,pear,BD,M,no,
0101000020E6100000CD10DE18C5A35EC0A6752D8759C94640,217318,214318,2016-09-21 18:33:09+00,ACRU,12.3,Fair,median,55,None,Improved,Large,<Null>,NE CASCADES PKWY,PDX,staff,,,Acer rubrum,Sapindaceae,Acer,"maple, red",BD,M,no,
0101000020E61000004BB02A4EC6A35EC056251BB261C94640,217319,214319,2016-09-21 18:33:09+00,PY,5.7,Fair,cutout,4,None,Improved,Medium,<Null>,9721-10263 NE CASCADES PKWY,PDX,staff,,,Pyrus spp.,Rosaceae,Pyrus,pear,BD,M,no,
0101000020E610000095262321CAA35EC050FFB3B364C94640,217320,214320,2016-09-21 18:33:09+00,PY,6.7,Fair,cutout,4,None,Improved,Medium,<Null>,9721-10263 NE CASCADES PKWY,PDX,staff,,,Pyrus spp.,Rosaceae,Pyrus,pear,BD,M,no,
0101000020E61000009F40E054D3A35EC0D508C3E564C94640,217321,214321,2016-09-21 18:33:09+00,ACRU,11.6,Fair,median,55,None,Improved,Large,<Null>,NE CASCADES PKWY,PDX,staff,,,Acer rubrum,Sapindaceae,Acer,"maple, red",BD,M,no,
0101000020E61000007DE0A524D4A35EC0531CBA4B62C94640,217322,214322,2016-09-21 18:33:09+00,ACRU,12,Fair,median,55,None,Improved,Large,<Null>,NE CASCADES PKWY,PDX,staff,,,Acer rubrum,Sapindaceae,Acer,"maple, red",BD,M,no,
0101000020E61000003DD8F799E7A35EC03F9D112571C94640,217323,214323,2016-09-21 18:33:09+00,PY,9.2,Fair,strip,7.4,None,Improved,Large,<Null>,NE CASCADES PKWY,PDX,staff,,,Pyrus spp.,Rosaceae,Pyrus,pear,BD,M,no,
0101000020E61000002D632217ECA35EC06E78F0107FC94640,217324,214324,2016-09-21 18:33:09+00,PY,7.2,Fair,cutout,4,None,Improved,Medium,<Null>,9721-10263 NE CASCADES PKWY,PDX,staff,,,Pyrus spp.,Rosaceae,Pyrus,pear,BD,M,no,
0101000020E6100000B7A694CEF3A35EC0DD67BAF77DC94640,217325,214325,2016-09-21 18:33:09+00,QU,10.6,Fair,median,55,None,Improved,Large,<Null>,NE CASCADES PKWY,PDX,staff,,,Quercus spp.,Fagaceae,Quercus,"oak, deciduous",BD,L,no,
0101000020E6100000F9BECC10F5A35EC0223A13D87AC94640,217326,214326,2016-09-21 18:33:09+00,QU,8.6,Fair,median,55,None,Improved,Large,<Null>,NE CASCADES PKWY,PDX,staff,,,Quercus spp.,Fagaceae,Quercus,"oak, deciduous",BD,L,no,
0101000020E61000005F0E41EAB4A55EC0E4DD5B4783C94640,217327,214327,2016-09-22 18:21:37+00,GLTR,2.3,Fair,strip,4,High voltage,Improved,Medium,,7007 NE CORNFOOT RD,PDX,staff,,,Gleditsia triacanthos,Leguminosae,Gleditsia,honey locust,BD,L,no,
0101000020E61000009BA595F2B6A55EC0E6F3833784C94640,217328,214328,2016-09-22 18:21:37+00,GLTR,2.2,Fair,strip,4,High voltage,Improved,Medium,,7007 NE CORNFOOT RD,PDX,staff,,,Gleditsia triacanthos,Leguminosae,Gleditsia,honey locust,BD,L,no,
0101000020E6100000FE2B63DFB8A55EC04FC4592C85C94640,217329,214329,2016-09-22 18:21:37+00,GLTR,2.3,Fair,strip,4,High voltage,Improved,Medium,,7007 NE CORNFOOT RD,PDX,staff,,,Gleditsia triacanthos,Leguminosae,Gleditsia,honey locust,BD,L,no,
0101000020E6100000E9AEDCC4F6A65EC0F0C8DE30E6C94640,217333,214333,2016-09-22 18:27:28+00,QU,14.5,Fair,strip,4,Other,Improved,Medium,,7425 NE AIRTRANS WAY,PDX,staff,,,Quercus spp.,Fagaceae,Quercus,"oak, deciduous",BD,L,no,
0101000020E6100000554B544AF5A65EC064BB6AB6E5C94640,217334,214334,2016-09-22 18:27:28+00,QU,17.7,Fair,strip,4,Other,Improved,Medium,,7425 NE AIRTRANS WAY,PDX,staff,,,Quercus spp.,Fagaceae,Quercus,"oak, deciduous",BD,L,no,
0101000020E6100000C563786EF3A65EC085E5000FE5C94640,217335,214335,2016-09-22 18:27:28+00,QU,15.4,Fair,strip,4,Other,Improved,Medium,,7425 NE AIRTRANS WAY,PDX,staff,,,Quercus spp.,Fagaceae,Quercus,"oak, deciduous",BD,L,no,
0101000020E61000006001E6F9EEA65EC01CB47ADEE2C94640,217337,214337,2016-09-22 18:27:28+00,QU,13.7,Fair,strip,4,Other,Improved,Medium,,7425 NE AIRTRANS WAY,PDX,staff,,,Quercus spp.,Fagaceae,Quercus,"oak, deciduous",BD,L,no,
0101000020E6100000AD3300AEE3A65EC0A19FE421DAC94640,217338,214338,2016-09-22 18:27:28+00,QU,7.2,Fair,strip,4,Other,Improved,Medium,,7425 NE AIRTRANS WAY,PDX,staff,,,Quercus spp.,Fagaceae,Quercus,"oak, deciduous",BD,L,no,
0101000020E61000004A376987E2A65EC0285AE1A9D8C94640,217339,214339,2016-09-22 18:27:28+00,QU,11.7,Fair,strip,4,Other,Improved,Medium,,7425 NE AIRTRANS WAY,PDX,staff,,,Quercus spp.,Fagaceae,Quercus,"oak, deciduous",BD,L,no,
0101000020E61000006CEADB6859A45EC05D354742D9C94640,217341,214341,2016-09-22 17:47:40+00,PY,9.6,Fair,strip,12.5,None,Improved,Large,,9298 NE CASCADES PKWY,PDX,staff,,,Pyrus spp.,Rosaceae,Pyrus,pear,BD,M,no,
0101000020E61000004EEA988D6AA45EC096264CF5E1C94640,217342,214342,2016-09-22 17:47:40+00,ACPL,11.8,Fair,strip,12.5,None,Improved,Large,,9298 NE CASCADES PKWY,PDX,staff,,,Acer platanoides,Sapindaceae,Acer,"maple, Norway",BD,M,no,
0101000020E61000000C015E526CA45EC0C3ED0640E2C94640,217343,214343,2016-09-22 17:47:40+00,ACPL,12.9,Fair,strip,12.5,None,Improved,Large,,9298 NE CASCADES PKWY,PDX,staff,,,Acer platanoides,Sapindaceae,Acer,"maple, Norway",BD,M,no,
0101000020E6100000E42CA6A16FA45EC0059EAA80E2C94640,217344,214344,2016-09-22 17:47:40+00,ACPL,11.7,Fair,strip,12.5,None,Improved,Large,,9298 NE CASCADES PKWY,PDX,staff,,,Acer platanoides,Sapindaceae,Acer,"maple, Norway",BD,M,no,
0101000020E6100000A53CFCA575A45EC0A102E2DFE1C94640,217345,214345,2016-09-22 17:47:40+00,ACPL,12.6,Fair,strip,12.5,None,Improved,Large,,9298 NE CASCADES PKWY,PDX,staff,,,Acer platanoides,Sapindaceae,Acer,"maple, Norway",BD,M,no,
0101000020E61000002D7CFA688DA45EC0DD1FAB57D2C94640,217347,214347,2016-09-22 17:47:40+00,ACPL,13.6,Fair,strip,12.5,None,Improved,Large,,S SIDE/ NE CASCADES PKWY,PDX,staff,,,Acer platanoides,Sapindaceae,Acer,"maple, Norway",BD,M,no,
0101000020E6100000D409928192A45EC03AD47524CAC94640,217348,214348,2016-09-22 17:47:40+00,ACPL,13.9,Fair,strip,12.5,None,Improved,Large,,,PDX,staff,,,Acer platanoides,Sapindaceae,Acer,"maple, Norway",BD,M,no,
0101000020E61000008955377796A45EC08FDC3A66C1C94640,217349,214349,2016-09-22 17:47:40+00,ACPL,14.2,Fair,strip,12.5,None,Improved,Large,,,PDX,staff,,,Acer platanoides,Sapindaceae,Acer,"maple, Norway",BD,M,no,
0101000020E6100000ACF969A297A45EC0BB89FABEBEC94640,217350,214350,2016-09-22 17:47:40+00,ACPL,15.1,Fair,strip,12.5,None,Improved,Large,,,PDX,staff,,,Acer platanoides,Sapindaceae,Acer,"maple, Norway",BD,M,no,
0101000020E610000035CE13CF99A45EC0D0058023BAC94640,217351,214351,2016-09-22 17:47:40+00,ACPL,13.6,Fair,strip,12.5,None,Improved,Large,,,PDX,staff,,,Acer platanoides,Sapindaceae,Acer,"maple, Norway",BD,M,no,
0101000020E61000004C0126B8ACA45EC0604AB9B79AC94640,217352,214352,2016-09-22 17:47:40+00,ACPL,15,Fair,strip,12.5,None,Improved,Large,,,PDX,staff,,,Acer platanoides,Sapindaceae,Acer,"maple, Norway",BD,M,no,
0101000020E61000004DAB53ECC1A45EC005B4DF7C8BC94640,217353,214353,2016-09-22 17:47:40+00,ACRU,13.5,Fair,strip,12.5,None,Improved,Large,,,PDX,staff,,,Acer rubrum,Sapindaceae,Acer,"maple, red",BD,M,no,
0101000020E6100000A67E034391A45EC08640A81ED7C94640,217355,214355,2016-09-22 17:47:40+00,ACPL,14.4,Fair,strip,12.5,None,Improved,Large,,7505 NE AMBASSADOR PL,PDX,staff,,,Acer platanoides,Sapindaceae,Acer,"maple, Norway",BD,M,no,
0101000020E610000057D7EAA68EA45EC0BF05BF68DAC94640,217356,214356,2016-09-22 17:47:40+00,ACPL,15.7,Fair,strip,12.5,None,Improved,Large,,7505 NE AMBASSADOR PL,PDX,staff,,,Acer platanoides,Sapindaceae,Acer,"maple, Norway",BD,M,no,
0101000020E6100000267C01218DA45EC040AFBE19DCC94640,217357,214357,2016-09-22 17:47:40+00,ACPL,11.7,Fair,strip,12.5,None,Improved,Large,,7505 NE AMBASSADOR PL,PDX,staff,,,Acer platanoides,Sapindaceae,Acer,"maple, Norway",BD,M,no,
0101000020E61000008FBA97138AA45EC041A34002DFC94640,217358,214358,2016-09-22 17:47:40+00,ACPL,15.2,Fair,strip,12.5,None,Improved,Large,,7505 NE AMBASSADOR PL,PDX,staff,,,Acer platanoides,Sapindaceae,Acer,"maple, Norway",BD,M,no,
0101000020E610000028FC2CF28CA45EC08F45FF80D8C94640,217359,214359,2016-09-22 17:47:40+00,FR,10,Fair,median,8,None,Improved,Large,,7505 NE AMBASSADOR PL,PDX,staff,,,Fraxinus spp.,Oleaceae,Fraxinus,ash,BD,M,no,
0101000020E6100000F791DF0A91A45EC0379EB119D3C94640,217360,214360,2016-09-22 17:47:40+00,FR,9.4,Fair,median,21,None,Improved,Large,,7505 NE AMBASSADOR PL,PDX,staff,,,Fraxinus spp.,Oleaceae,Fraxinus,ash,BD,M,no,
0101000020E61000002E67F20695A45EC0F4051398CCC94640,217361,214361,2016-09-22 17:47:40+00,FR,10.6,Fair,median,21,None,Improved,Large,,,PDX,staff,,,Fraxinus spp.,Oleaceae,Fraxinus,ash,BD,M,no,
0101000020E6100000C92DC74396A45EC003D4A6A9C9C94640,217362,214362,2016-09-22 17:47:40+00,FR,7.4,Fair,median,21,None,Improved,Large,,,PDX,staff,,,Fraxinus spp.,Oleaceae,Fraxinus,ash,BD,M,no,
0101000020E610000073E0E32B96A45EC05C62E1F3C7C94640,217363,214363,2016-09-22 17:47:40+00,FR,10.4,Fair,median,19,None,Improved,Large,,,PDX,staff,,,Fraxinus spp.,Oleaceae,Fraxinus,ash,BD,M,no,
0101000020E6100000F555B70497A45EC034B6DFA0C7C94640,217364,214364,2016-09-22 17:47:40+00,FR,11.4,Fair,median,17.5,None,Improved,Large,,,PDX,staff,,,Fraxinus spp.,Oleaceae,Fraxinus,ash,BD,M,no,
0101000020E610000090F77FE596A45EC05642A12FC6C94640,217365,214365,2016-09-22 17:47:40+00,FR,12.4,Fair,median,14.5,None,Improved,Large,,,PDX,staff,,,Fraxinus spp.,Oleaceae,Fraxinus,ash,BD,M,no,
0101000020E6100000B7E1E5C16DA45EC010F449AEE5C94640,217367,214367,2016-09-22 17:47:40+00,FR,7.8,Fair,median,20,None,Improved,Large,,9298 NE CASCADES PKWY,PDX,staff,,,Fraxinus spp.,Oleaceae,Fraxinus,ash,BD,M,no,
0101000020E6100000D62CCF2A69A45EC0654C78BBE5C94640,217368,214368,2016-09-22 17:47:40+00,FR,8,Fair,median,20,None,Improved,Large,,NE CASCADES PKWY,PDX,staff,,,Fraxinus spp.,Oleaceae,Fraxinus,ash,BD,M,no,
0101000020E610000044399729C9A45EC07FA6000862C94640,217369,214369,2016-09-22 20:33:38+00,TI,2.9,Good,strip,9,None,Improved,Large,,8440-8520 NE ALDERWOOD RD,PDX,staff,,,Tilia spp.,Malvaceae,Tilia,linden,BD,L,no,
0101000020E6100000837D0D39E6A35EC07474020FD8C84640,217370,214370,2016-09-22 21:21:36+00,FR,9.3,Fair,strip,12.5,None,Improved,Large,,9540 NE ALDERWOOD RD,PDX,staff,,,Fraxinus spp.,Oleaceae,Fraxinus,ash,BD,M,no,
0101000020E610000077710BE6DFA35EC0F50B8F0FD5C84640,217372,214372,2016-09-22 21:21:36+00,FR,8.5,Fair,strip,12.5,None,Improved,Large,,9540 NE ALDERWOOD RD,PDX,staff,,,Fraxinus spp.,Oleaceae,Fraxinus,ash,BD,M,no,
0101000020E61000005551090EDEA35EC010536B2ED4C84640,217373,214373,2016-09-22 21:21:36+00,FR,9.8,Fair,strip,12.5,None,Improved,Large,,9540 NE ALDERWOOD RD,PDX,staff,,,Fraxinus spp.,Oleaceae,Fraxinus,ash,BD,M,no,
0101000020E61000003D1F65C7D0A35EC03C648A35CCC84640,217374,214374,2016-09-22 21:21:36+00,FR,7.7,Fair,strip,12.5,None,Improved,Large,,9540 NE ALDERWOOD RD,PDX,staff,,,Fraxinus spp.,Oleaceae,Fraxinus,ash,BD,M,no,
0101000020E61000005A40E75BCFA35EC0ED90521ECBC84640,217375,214375,2016-09-22 21:21:36+00,FR,6.6,Fair,strip,12.5,None,Improved,Large,,9540 NE ALDERWOOD RD,PDX,staff,,,Fraxinus spp.,Oleaceae,Fraxinus,ash,BD,M,no,
0101000020E610000055AC0599C2A35EC0E569B7F2C0C84640,217376,214376,2016-09-22 21:21:36+00,FR,7.7,Fair,strip,12.5,None,Improved,Large,,9540 NE ALDERWOOD RD,PDX,staff,,,Fraxinus spp.,Oleaceae,Fraxinus,ash,BD,M,no,
0101000020E610000016C1B49BB5A35EC043D4B725B4C84640,217379,214379,2016-09-22 21:21:36+00,FR,6.8,Fair,strip,12.5,None,Improved,Large,,,PDX,staff,,,Fraxinus spp.,Oleaceae,Fraxinus,ash,BD,M,no,
0101000020E61000005272CBC4C4A45EC09D9095AD64C94640,217380,214380,2016-09-22 20:33:38+00,TI,3,Good,strip,6.6,None,Improved,Large,,,PDX,staff,,,Tilia spp.,Malvaceae,Tilia,linden,BD,L,no,
0101000020E61000003ADED2A8A1A35EC0AD9C20BA9BC84640,217381,214381,2016-09-22 21:21:36+00,FR,9.1,Fair,strip,11,None,Improved,Large,,NE ALDERWOOD RD,PDX,staff,,,Fraxinus spp.,Oleaceae,Fraxinus,ash,BD,M,no,
0101000020E61000000FE0A870C3A45EC04FA633C159C94640,217382,214382,2016-09-22 20:33:38+00,TI,2.2,Fair,strip,6.6,None,Improved,Large,,,PDX,staff,,,Tilia spp.,Malvaceae,Tilia,linden,BD,L,no,
0101000020E610000049E1B108C0A45EC00404DEF74CC94640,217383,214383,2016-09-22 20:33:38+00,TI,12.7,Fair,strip,6.6,None,Improved,Large,,8599 NE ALDERWOOD RD,PDX,staff,,,Tilia spp.,Malvaceae,Tilia,linden,BD,L,no,
0101000020E61000005C29BFEEF0A35EC06434EEC1E2C84640,217384,214384,2016-09-22 21:21:36+00,FR,9.1,Fair,strip,12.5,None,Improved,Large,,9601 NE ALDERWOOD RD,PDX,staff,,,Fraxinus spp.,Oleaceae,Fraxinus,ash,BD,M,no,
0101000020E610000067051D58F2A35EC012A12423E3C84640,217385,214385,2016-09-22 21:21:36+00,FR,8.9,Fair,strip,12.5,None,Improved,Large,,9601 NE ALDERWOOD RD,PDX,staff,,,Fraxinus spp.,Oleaceae,Fraxinus,ash,BD,M,no,
0101000020E6100000C8DA1B120CA45EC0AA191241EBC84640,217386,214386,2016-09-22 21:21:36+00,FR,6.3,Fair,strip,12.5,None,Improved,Large,,9601 NE ALDERWOOD RD,PDX,staff,,,Fraxinus spp.,Oleaceae,Fraxinus,ash,BD,M,no,
0101000020E61000004FA178DF70A45EC08260CD95FDC84640,217387,214387,2016-09-22 20:33:38+00,QU,9.2,Fair,strip,4,None,Improved,Medium,,NE ALDERWOOD RD,PDX,staff,,,Quercus spp.,Fagaceae,Quercus,"oak, deciduous",BD,L,no,
0101000020E6100000EDF2E0FC23A45EC06249A6BCF2C84640,217388,214388,2016-09-22 21:21:36+00,QU,7.1,Fair,strip,12.5,None,Improved,Large,,9555 NE ALDERWOOD RD,PDX,staff,,,Quercus spp.,Fagaceae,Quercus,"oak, deciduous",BD,L,no,
0101000020E6100000BD77863426A45EC083042289F3C84640,217389,214389,2016-09-22 21:21:36+00,QU,5.8,Fair,strip,12.5,None,Improved,Large,,9555 NE ALDERWOOD RD,PDX,staff,,,Quercus spp.,Fagaceae,Quercus,"oak, deciduous",BD,L,no,
0101000020E61000006931604F6AA45EC03361BAEAFAC84640,217390,214390,2016-09-22 20:33:38+00,QU,7.3,Fair,strip,4,None,Improved,Medium,,NE ALDERWOOD RD,PDX,staff,,,Quercus spp.,Fagaceae,Quercus,"oak, deciduous",BD,L,no,
0101000020E610000099A271D52DA45EC076548AA9F5C84640,217391,214391,2016-09-22 21:21:36+00,QU,2.1,Fair,strip,12.5,None,Improved,Large,,9555 NE ALDERWOOD RD,PDX,staff,,,Quercus spp.,Fagaceae,Quercus,"oak, deciduous",BD,L,no,
0101000020E610000033164CE067A45EC093CC0939FAC84640,217392,214392,2016-09-22 20:33:38+00,QU,7.9,Fair,strip,4,None,Improved,Medium,,NE ALDERWOOD RD,PDX,staff,,,Quercus spp.,Fagaceae,Quercus,"oak, deciduous",BD,L,no,
0101000020E610000021E010295DA45EC0596AB519F9C84640,217393,214393,2016-09-22 20:33:38+00,QU,7.6,Fair,strip,4,None,Improved,Medium,,NE ALDERWOOD RD,PDX,staff,,,Quercus spp.,Fagaceae,Quercus,"oak, deciduous",BD,L,no,
0101000020E61000007D5F1E5243A45EC0894B5EE5F9C84640,217394,214394,2016-09-22 21:21:36+00,QU,6.8,Fair,strip,12.5,None,Improved,Large,,9255 NE ALDERWOOD RD,PDX,staff,,,Quercus spp.,Fagaceae,Quercus,"oak, deciduous",BD,L,no,
0101000020E61000008E82E00045A45EC033436BEBF9C84640,217395,214395,2016-09-22 21:21:36+00,QU,4.7,Fair,strip,12.5,None,Improved,Large,,9255 NE ALDERWOOD RD,PDX,staff,,,Quercus spp.,Fagaceae,Quercus,"oak, deciduous",BD,L,no,
0101000020E6100000745E283055A45EC06BCE9B20F9C84640,217396,214396,2016-09-22 20:33:38+00,QU,7.7,Fair,strip,4,None,Improved,Medium,,NE ALDERWOOD RD,PDX,staff,,,Quercus spp.,Fagaceae,Quercus,"oak, deciduous",BD,L,no,
0101000020E6100000C720A58C04A75EC005A978ADE5C94640,217401,214401,2016-09-22 18:27:28+00,ACRU,7,Fair,strip,4,Other,Improved,Medium,,5159 NE CORNFOOT RD,PDX,staff,,,Acer rubrum,Sapindaceae,Acer,"maple, red",BD,M,no,
0101000020E610000087E2416701A75EC047901870E6C94640,217402,214402,2016-09-22 18:27:28+00,ACRU,6.8,Fair,strip,4,Other,Improved,Medium,,5159 NE CORNFOOT RD,PDX,staff,,,Acer rubrum,Sapindaceae,Acer,"maple, red",BD,M,no,
0101000020E6100000AD456E31FEA65EC0D47BE502E7C94640,217403,214403,2016-09-22 18:27:28+00,ACRU,6.3,Fair,strip,4,Other,Improved,Medium,,5159 NE CORNFOOT RD,PDX,staff,,,Acer rubrum,Sapindaceae,Acer,"maple, red",BD,M,no,
0101000020E6100000BF3C3C74F0A65EC006451DADE3C94640,217405,214405,2016-09-22 18:27:28+00,QU,14.2,Fair,strip,4,Other,Improved,Medium,,7425 NE AIRTRANS WAY,PDX,staff,,,Quercus spp.,Fagaceae,Quercus,"oak, deciduous",BD,L,no,
0101000020E6100000B41F2C71EDA65EC0771794FDE1C94640,217406,214406,2016-09-22 18:27:28+00,QU,14,Fair,strip,4,Other,Improved,Medium,,7425 NE AIRTRANS WAY,PDX,staff,,,Quercus spp.,Fagaceae,Quercus,"oak, deciduous",BD,L,no,
0101000020E6100000A2FD1F1FE9A65EC08FAC171CDFC94640,217408,214408,2016-09-22 18:27:28+00,QU,14.8,Fair,strip,4,Other,Improved,Medium,,7425 NE AIRTRANS WAY,PDX,staff,,,Quercus spp.,Fagaceae,Quercus,"oak, deciduous",BD,L,no,
0101000020E6100000D5E6BF6CE6A65EC02059A7E5DCC94640,217410,214410,2016-09-22 18:27:28+00,QU,16.1,Fair,strip,4,Other,Improved,Medium,,7425 NE AIRTRANS WAY,PDX,staff,,,Quercus spp.,Fagaceae,Quercus,"oak, deciduous",BD,L,no,
0101000020E6100000BE71FED34EA45EC0FFBB54E0CCC94640,217412,214412,2016-09-22 17:47:40+00,PY,7.3,Fair,cutout,4,None,Improved,Medium,,NE CASCADES PKWY,PDX,staff,,,Pyrus spp.,Rosaceae,Pyrus,pear,BD,M,no,
0101000020E61000008853802650A45EC08CE57BC8CEC94640,217413,214413,2016-09-22 17:47:40+00,PY,6.4,Fair,cutout,4,None,Improved,Medium,,NE CASCADES PKWY,PDX,staff,,,Pyrus spp.,Rosaceae,Pyrus,pear,BD,M,no,
0101000020E61000009CF4B9C452A45EC0AA409B38D2C94640,217414,214414,2016-09-22 17:47:40+00,PY,8.8,Fair,cutout,4,None,Improved,Medium,,9298 NE CASCADES PKWY,PDX,staff,,,Pyrus spp.,Rosaceae,Pyrus,pear,BD,M,no,
0101000020E6100000CE71EF9454A45EC0F3CB7C83D4C94640,217415,214415,2016-09-22 17:47:40+00,PY,9.6,Fair,cutout,4,None,Improved,Medium,,9298 NE CASCADES PKWY,PDX,staff,,,Pyrus spp.,Rosaceae,Pyrus,pear,BD,M,no,
0101000020E610000083B3ECD655A45EC0B4A75CD8D5C94640,217416,214416,2016-09-22 17:47:40+00,PY,10,Fair,cutout,4,None,Improved,Medium,,9298 NE CASCADES PKWY,PDX,staff,,,Pyrus spp.,Rosaceae,Pyrus,pear,BD,M,no,
0101000020E6100000620DB2705FA45EC0172018B4DDC94640,217417,214417,2016-09-22 17:47:40+00,ACPL,13.9,Fair,strip,12.5,None,Improved,Large,,9298 NE CASCADES PKWY,PDX,staff,,,Acer platanoides,Sapindaceae,Acer,"maple, Norway",BD,M,no,
0101000020E61000000A6A08BE66A45EC0664A6FF0E0C94640,217419,214419,2016-09-22 17:47:40+00,ACPL,13,Fair,strip,12.5,None,Improved,Large,,9298 NE CASCADES PKWY,PDX,staff,,,Acer platanoides,Sapindaceae,Acer,"maple, Norway",BD,M,no,
0101000020E6100000CC0585F371A45EC0DBB1F184E2C94640,217420,214420,2016-09-22 17:47:40+00,ACPL,4.3,Fair,strip,12.5,None,Improved,Large,,9298 NE CASCADES PKWY,PDX,staff,,,Acer platanoides,Sapindaceae,Acer,"maple, Norway",BD,M,no,
0101000020E6100000CFDE5ABC73A45EC0F3C15A34E2C94640,217421,214421,2016-09-22 17:47:40+00,ACPL,10.2,Fair,strip,12.5,None,Improved,Large,,9298 NE CASCADES PKWY,PDX,staff,,,Acer platanoides,Sapindaceae,Acer,"maple, Norway",BD,M,no,
0101000020E6100000972E8DCA79A45EC003758902E1C94640,217422,214422,2016-09-22 17:47:40+00,ACPL,11.5,Fair,strip,12.5,None,Improved,Large,,9298 NE CASCADES PKWY,PDX,staff,,,Acer platanoides,Sapindaceae,Acer,"maple, Norway",BD,M,no,
0101000020E6100000C657BBB185A45EC0534EA671DAC94640,217424,214424,2016-09-22 17:47:40+00,ACPL,15.4,Fair,strip,12.5,None,Improved,Large,,9298 NE CASCADES PKWY,PDX,staff,,,Acer platanoides,Sapindaceae,Acer,"maple, Norway",BD,M,no,
0101000020E610000002D28D12A5A45EC0A0C7037FAFC94640,217428,214428,2016-09-22 17:47:40+00,ACPL,13.4,Fair,strip,12.5,None,Improved,Large,,,PDX,staff,,,Acer platanoides,Sapindaceae,Acer,"maple, Norway",BD,M,no,
0101000020E61000006EAC102D9CA45EC05B11949CC2C94640,217429,214429,2016-09-22 17:47:40+00,ACPL,15.1,Fair,strip,12.5,None,Improved,Large,,,PDX,staff,,,Acer platanoides,Sapindaceae,Acer,"maple, Norway",BD,M,no,
0101000020E6100000043031A292A45EC07C44B54AD5C94640,217430,214430,2016-09-22 17:47:40+00,ACPL,14,Fair,strip,12.5,None,Improved,Large,,7505 NE AMBASSADOR PL,PDX,staff,,,Acer platanoides,Sapindaceae,Acer,"maple, Norway",BD,M,no,
0101000020E61000001A39575A8BA45EC0ED51072BDAC94640,217431,214431,2016-09-22 17:47:40+00,FR,8.8,Fair,median,8,None,Improved,Large,,7505 NE AMBASSADOR PL,PDX,staff,,,Fraxinus spp.,Oleaceae,Fraxinus,ash,BD,M,no,
0101000020E61000004740697391A45EC04DCBA44AD1C94640,217432,214432,2016-09-22 17:47:40+00,FR,9.2,Fair,median,21,None,Improved,Large,,S SIDE/ NE CASCADES PKWY,PDX,staff,,,Fraxinus spp.,Oleaceae,Fraxinus,ash,BD,M,no,
0101000020E6100000E8E5CEE894A45EC035B87DCBCAC94640,217434,214434,2016-09-22 17:47:40+00,FR,12.3,Fair,median,21,None,Improved,Large,,,PDX,staff,,,Fraxinus spp.,Oleaceae,Fraxinus,ash,BD,M,no,
0101000020E6100000166521314EA45EC04513145ECEC84640,217436,214436,2016-09-22 20:33:38+00,FR,3,Fair,strip,4.1,None,Improved,Medium,,9540 NE ALDERWOOD RD,PDX,staff,,,Fraxinus spp.,Oleaceae,Fraxinus,ash,BD,M,no,
0101000020E6100000E421787B76A45EC04F1F3740E9C94640,217437,214437,2016-09-22 17:47:40+00,ACPL,13.8,Fair,strip,12.5,None,Improved,Large,,,PDX,staff,,,Acer platanoides,Sapindaceae,Acer,"maple, Norway",BD,M,no,
0101000020E6100000CAF84B1703A75EC0A35E1A14E6C94640,217438,214438,2016-09-22 18:27:28+00,ACRU,7.9,Fair,strip,4,Other,Improved,Medium,,5159 NE CORNFOOT RD,PDX,staff,,,Acer rubrum,Sapindaceae,Acer,"maple, red",BD,M,no,
